School Name,Principal Name,Other Contacts,Email,Phone Number,Website,State/City
Arwachin India School For Holistic Learning,Deepthy Podiyan,,50981@cbseshiksha.in,- 09111567888-,http://www.arwachinindia.com,"BURHANPUR, Madhya Pradesh"
Arwachin International School,,,,,,Delhi
Arya Gurukul Vidya Nagrai,Radhamani Satish Iyer,,aryagurukul@gmail.com,0251- 6464444-,http://www.vanaprastha.org,"THANE, Maharashtra"
Arya Kanya Gurukul (English Medium),Ms Vandana Sharma,,santokbavidyamandir@gmail.com,- 02862245900--,http://aryakanyagurukul.org/,"PORBANDAR, Gujarat"
Aryan School Of Sanskar,Mrs Anjali Gupta,,anilvasal7@gmail.com,0751- 4036009-,http://www.aryansanskarschool.org,"GWALIOR, Madhya Pradesh"
Aryans International,,,,,,Delhi
Asashas Sarafa Vidya Niketan Hr. Secondary School,Mr Alok Dave,,dave.alok@ymail.com,0731- 2341016-,,"INDORE, Madhya Pradesh"
Ascent International School,Mr Vitthal Kisan Tupe,,ajay.academin@gmail.com,020- 24385500-,http://www.ascentschoolspune.com,"PUNE, Maharashtra"
Asheville World School,Rajesh Mahajan,,ashevilleworldschool@gmail.com,- 7021815625-,www.ashevilleworldschool.in,"THANE, Maharashtra"
Ashok Academy,Mrs Kulsoom Fatima,,ashokacademy@gmail.com,022- 9870012111- 26607224,,"MUMBAI, Maharashtra"
Ashok Ideal School,Rais J Shaikh,,ashokidealschool@gmail.com,- 02422-246496-,http://ashokschools.org,"AHMEDNAGAR, Maharashtra"
Ashoka Global School Ambah,Rajeev Lochan Sharma,,ashokaglobalschoolambah@gmail.com,- 9109997715-,http://www.ashokaglobalschool.com,"MORENA, Madhya Pradesh"
Ashoka Hall Junior High School,Shaily Pillai,,she1623@gmail.com,0761- 4031719-,,"JABALPUR, Madhya Pradesh"
Ashoka International Public School,Mr Tushar Vishnu Wakankar,,ashokacbse01@gmail.com,- 0751-,ashokainternationalpublicschool.com,"GWALIOR, Madhya Pradesh"
Ashoka International School,,,,,,Gurugram
Asia English School,Francis Kevin Josico Fernandes,,scariathomas66@gmail.com,079- 26856447-,http://www.asiaenglishschool.net,"AHMEDABAD, Gujarat"
Asia Pacific International School,Brijesh Shrivastava,,exam.apis@gmail.com,0755- 2879377-,,"BHOPAL, Madhya Pradesh"
Asian Global School,Shefali Charan,,shefcharan@gmail.com,9828388408,,Jaipur
Asian Public School,bharti lohia,,info@aps-school.in,8059567577,,Gurugram
Asim Saraf Central Academy,Mrs Varsha Soni,,manishtiwari370@gmail.com,7198- 202159-,,"GONDIA, Maharashtra"
Askari Universal School,Girija S Menon,,askariuniversalschool@gmail.com,- 02742-242917-,www.askariuniversalschool.ac.in,"BANASKANTHA/PALANPUR, Gujarat"
ASN Sr. Sec. School,Ms Swarnima Luthra,"Dr. Alka Gupta(Physics), Teacher",Principal@asnschool.org,"8130449000(P)
R- 011-22713040, 9013013987",https://www.asnschool.org/asn-sr.sec/from-principal.php,"Delhi, Mayur Vihar,Phase-1(2730203)"
ASN. Sr.Secondary School,Ms.Swarnima Luthra,,principal@asnschool.org,8130449000,,delhi
Asnani School,Manisha Johri,,principal@asnanischool.edu.in,0755- 07556545914-,http://www.asnanischool.edu.in,"BHOPAL, Madhya Pradesh"
Aster Global School,Ms Nehalben Dineshbhai T,,asterglobalschool@gmail.com,- 9979431319-,http://asterglobalschool.org/,"NAVSARI, Gujarat"
Atma Malik International School,Mr Ashish S Kate,,principal640536@gmail.com,91- 9552053020-,http://www.amishahapur.in,"THANE, Maharashtra"
"Atma Malik International School, Kokamthan",Namdev Dnyaneshwar Dange,,atmacbse@gmail.com,2423- 024237588694078-,http://www.amiscbse.com,"AHMEDNAGAR, Maharashtra"
Atmiya Green School,Mrs Nutan Agrawal,,atmiya_school@yahoo.com,- 9714994545-,http://www.atmiyagreenschool.com,"BHARUCH, Gujarat"
Atmiya Vidya Mandir,Vijay Patel,,info@avm.edu.in,2621- 305900-,http://www.atmiya.org,"SURAT, Gujarat"
Atmiya Vidya Niketan,Moutoshi Sharma,,principal.avnabd@gmail.com,- 27620078-,www.avn.edu.in,"AHMEDABAD, Gujarat"
Atmiya Vidya Peeth,Mrs Madhuri Devnani,,tarunasavp2017@gmail.com,2836- 260350-,,"KUTCH, Gujarat"
Atmiya Vidyalay,Dushyant Patel,,principal@atmiyavidyalay.edu.in,- 917575011886-,www.atmiyavidyalay.edu.in,"VADODARA (BARODA), Gujarat"
Atomic Energy Central School,N Neena Bopaiah,,aecskak@yahoo.co.in,0262- 234252-,aecstar1.edu.in,"SURAT, Gujarat"
Atomic Energy Central School - 2,Susanta Kumar Sarangi,,armyschoolmumbai@gmail.com,02525- 264974- 264140,,"THANE, Maharashtra"
Atomic Energy Central School - 3,S Seshan,,bvm0104_ngp@sancharnet.in,02525- 263117-,http://www.cvtarapur.g,"THANE, Maharashtra"
Atomic Energy Central School - 4,Jithendra Kumar V V,,aecs4mum@gmail.com,022- 25580619-,http://www.aees.gov.in,"MUMBAI, Maharashtra"
Atomic Energy Central School - 5,Dileep Singh,,veena.bhasin@gmail.com,022- 25582485- 25569462,www.vbps.com,"MUMBAI, Maharashtra"
Atomic Energy Central School No 2,B Venkanna,,armyschoolmumbai@gmail.com,022- 25580584- 25565904,,"MUMBAI, Maharashtra"
Atomic Energy Central School No 3,Lokesh Joshi,,aecsmum3@yahoo.co.in,022- 25580552-,http://www.aecsmum3.ac.in,"MUMBAI, Maharashtra"
Atomic Energy Central School No 6,Ramdas Vasudevan,,aecsmum06@yahoo.co.in,0848- 022-25511924-,http://www.aees.gov.in,"MUMBAI, Maharashtra"
Aurangabad Public School,Mrs Chandrakala Deepak Sharma,,rses2021@gmail.com,- 02402553492-,www.rajeshivajischool.com,"AURANGABAD, Maharashtra"
Aurum the global School,,Kratika Joshi,,9368821216,,Haldwani
Avalon World School Dabhoi,Mr Milind Sudhir Phadke,,principal@awsdabhoi.com,- 7574833662-,http://www.awsdabhoi.com,"VADODARA (BARODA), Gujarat"
Avalon World School Waghodia,Rk Shakya,,sakthi.mpillai@gmail.com,- 7574833660-,http://www.awswaghodia.com,"VADODARA (BARODA), Gujarat"
Awadh Prabha Vidya Peeth An English Medium School,Dolly Khare,,bkp.ashish@gmail.com,7581- 07581271404--,http://www.apvp.co.in,"SAGAR, Madhya Pradesh"
B D CONVENT SR SEC SCHOOL 282007 (2133825),,,,,,Agra
B H E L Vikram Higher Secondary School,Mr Raj Bihari Singh,,vijaykumarvenu@yahoo.com,0755- 2502707-,,"BHOPAL, Madhya Pradesh"
B J M Carmel Academy,Fr Binoy C U,,binoycmi@gmail.com,7172- 277320- 55165,www.bjmcarmelacademy.com,"CHANDRAPUR, Maharashtra"
B K Birla Centre For Edn.,Dr S K Sanyal,,principalbirlacentre@rediffmail.com,0- 9272200305-,,"PUNE, Maharashtra"
B V Bhavans Lloyds Vidya Niketan,Kirti Mishra,,principalblvn@gmail.com,7152- 282085-,,"WARDHA, Maharashtra"
B. R. International School,Mr Jagjit Singh,,PRINCIPAL@BRINTERNATIONALSCHOOL.COM,2633- 243307-,,"VALSAD, Gujarat"
B.C.M. Prominent School,Mahak Choudhary,,choudhary.mahak@yahoo.com,7272- 225174-,,"DEWAS, Madhya Pradesh"
B.D.M. International,Ms. Madhumita Sengupta,,,,,Kolkata
B.K Birla Centre for Education,Dr. S.k Sanyal,,principalbirlacentre@gmail.com,,,pune
B.K. Birla Public School,Ranjna Jangra,,contact@birlaschoolkalyan.com,0251- 2230623-,,"THANE, Maharashtra"
B.M. Institute of Engineering & Technology.,RP SINGH,,director@bmiet.net,9812021696,,SONIPAT
B.P.Children Public School,Rakhee Nagar,,Rakhee03nagar@gmail.com,0731- 6546540-,http://www.bpchildrenschool.edu,"INDORE, Madhya Pradesh"
B.S. Patel Primary School,Mrs Roshni Gajera,,jjnmp@yahoo.com,2634- 280163-,,"NAVSARI, Gujarat"
BABIES KINGDOM PLAY SCHOOL & DAY CARE,,,info@babieskingdom.in,9873746022,,Play Schools
Babu Banarasi Das University,(Dr.)Sudharma Singh singh,,registrar@bbdu.org,9415027115,,Lucknow
Bachpan Gurgaon Manesar,,,rakesh630@bachpanglobal.com,9990181717,,Play Schools
Bachpan Play Public School,Miss Prabha Barman,,bachpanppschool@gmail.com,- 07694233315-,http://www.bachpanplayschool.co.in,"SEONI, Madhya Pradesh"
Bachpan play school,,,princecolony1773@bachpanglobal.com,9899040008,,Play Schools
Bajaj Vidya Bhavan,Mrs Sindhu Rao,,bajajvidyabhavan@hotmail.com,- 9422180882-,http://www.bajajvidyabhavan.com/,"CHANDRAPUR, Maharashtra"
Bal Bharati Public School,Mrs. Sonia Chhabra,"Upasna Chowdhary, Teacher","schhabra@balbharati.org
balbharati@pp.balbharati.org","(011) 27028700, 01127028600
8882001869, 8882004473, 9810737200",https://bbpspp.balbharati.org/principals-message/,"Delhi, Pitampura(2730162)"
Bal Bharati Public School Ntpc Gadarwara,Ms Geeta Bhardwaj,,bbpsgadarwara18@gmail.com,- 09111022980-,,"NARSINGHPUR, Madhya Pradesh"
Bal Bharti Public School,Aishwariya Taneja(HM),,bbps.mn@gmail.com,9990000112,,Delhi
BAL BHARTI SCHOOL,Dr Dhananjay Tiwari,Ritu Chakrabrt,dhan22t@rediffmail.com,7662- 251111-,http://www.balbharatischo,Gurugram
BAL BHAVAN INTERNATIONAL SCHOOL,,Ramnik Kaur,,9990988896,,Delhi
Bal Bhavan Public School,MrVividh Gupta,,bbpsmv@gmail.com,8588864251,,delhi
Bal Bhawan School,Mrs Humaira Arif,,principal.balbhawan@gmail.com,0755- 2661052-,www.balbhawan.com,"BHOPAL, Madhya Pradesh"
Bal Niketan H.S.School,Praveen Gaadhe,,balniketanschool@outlook.com,- 07312475282-,,"INDORE, Madhya Pradesh"
Bal Seva English Medium School,Ashwini Pansare,,juthikapahan1@yahoo.com,020- 65108408-,http://bsemschool.com,"PUNE, Maharashtra"
Bal Vidya Mandir,Mr. Manish Panwar,,,,,UP
Balaghat English Higher Secondary School,C V Nayudu,,nayudu.cv@gmail.com,7632- 241707-,,"BALAGHAT, Madhya Pradesh"
Balaji English Medium School Shirur,Presanna Mohan A G,,balajischoolshirur@gmail.com,- 02138223677-,http://www.balajieducationshirur.in,"PUNE, Maharashtra"
"Balaji International School, Ghoradangri",Vandana Bajpai,,reach@balajischool.in,- 7141225576-,,"BETUL, Madhya Pradesh"
Balaji Public School,Janhavi Pahlaj Kumar Thawani,,balajischooldabra@gmail.com,- 07524407989-,http://www.bpsdabra.com,"GWALIOR, Madhya Pradesh"
Ballarpur Public School,Sudha Vijay Deshmukh,,ballarpur_publicschool@gmail.com,- 8975644234-,,"CHANDRAPUR, Maharashtra"
Balmohan Vidyamandir,Mrs. Rupa Roy,,infobmvm@balmohan.org,- 02224445579-,www.balmohan.org,"MUMBAI, Maharashtra"
Balniketan Air Force School,Garima Goel,,principalafscn@gmail.com,020- 7011046-,,"PUNE, Maharashtra"
Baluni Public School,,,,,,Agra
Bank Officers Public H.S. School,Sreerekha,,bedarkar99@gamail.com,0755- 2625794-,,"BHOPAL, Madhya Pradesh"
Bankar Patil Public School,Mr Nikam Pankaj Chandrakant,,bppsprincipal17@gmail.com,- 9403571717-,www.ssspm.org,"NASHIK, Maharashtra"
Bansal Public School,,,,,,Delhi
Banyan Tree School,Ms. Shivani Ghosh,Sangeeta,info@banyantree.in,9810039521,,Delhi
"Baps Swaminarayan Vidyamandir, Secondary Girls Residential School",Miss Rupal Purohit,,admin.svmggr@baps.edu.in,- 07923603700-,www.baps.org/svmrandesan,"GANDHINAGAR, Gujarat"
Bapusaheb D.D. Vispute Primary English School,Mrs Dr Aarefa S Shaikh,,dhanrajadarsh@rediffmail.com,- 9920098088--,http://www.visputeschool.com,"RAIGAD, Maharashtra"
Bardiya International School,Mr Sunil Kadu Tayade,,principal.bisb@gmail.com,- 02582 275181-,,"JALGAON, Maharashtra"
Bardsley English Medium Higher Secondary School,Atul Anupam Abraham,,abrahamanupamatul@gamil.com,7622- 223572-,,"KATNI, Madhya Pradesh"
Baroda Public School,Mrs Renu Sharma,,bpspor@yahoo.com,0265- 2979700-,,"VADODARA (BARODA), Gujarat"
Basava International School,,,,,,Delhi
Base Stone Public School,Mrs Seema Mutneja,,basestone.school@gmail.com,- 9409238916-,http://www.basestonepublicschool.com,"KHEDA, Gujarat"
Baselios Public School,Ms Jitendra Malik,,jitendramalik71@gmail.com,0265- 2266345-,http://www.baseliospublicschool.org,"VADODARA (BARODA), Gujarat"
Bayonet School,Sangeeta Shrivastav,,bayonetschool_mhow@rediff.com,- -07324-252873-,,"INDORE, Madhya Pradesh"
BCA - best Commerce Academy,,Gunjandeep Singh,,9818099989,,Delhi
Beacon High School,Mrs Vishakha Gupta,,headmistress@bhs.school,- 02027122363-,www.bhs.school,"PUNE, Maharashtra"
Bean Sprouts Pre School,,,admissions@beansprouts.in,"+91-9873168900
0124-4088808
0124-4088810",,Play Schools
Beersheba International School,Suni Shaji Varghese,,bisbadicbse@gmail.com,- 7828439488-,http://www.beershebaschoolbadi.org,"RAISEN, Madhya Pradesh"
Behs Sumati Academy,Sunil Kumar Misra,,principal@behsneevacademy.com,7682- 07682247777--,http://www.behsneevacademy.com,"CHHATARPUR, Madhya Pradesh"
Bennett University,Yaj Medury,,yaj.medury@bennett.edu.in,9810607207,,Greater Noida
Bethel Mission School,Sudeep Chakraborty,,bethelmission99@gmail.com,- 0000000000-,www.bethelmissionschoolapr.in,"ANUPPUR, Madhya Pradesh"
beverely Hills shalini school,,,,7500355901,,Dehradun
BGS,Aparna Deepak bgs Public School Kengeri Principal,,,99865 02011,,Bangalore
BGS School,,,,,,Delhi
Bhagwan Mahaveer Bal Sanskar Kendra,Mr R K Jain,,bhagwanbal.56@gmail.com,- 7000359045-,,"TIKAMGARH, Madhya Pradesh"
"Bhagwan Mahavir International School,Surat",Mr Rajan Gautam,,bmisvesu@gmail.com,6542- 9910003415-,www.bmis.in,"SURAT, Gujarat"
Bhagwan Srichand Public High School,Dr Barkha Bedi,,barkha165@gmail.com,7162- 243096-,,"CHHINDWARA, Madhya Pradesh"
Bhagwati International Public School,Mr Rajendra Singh Malwal,,bipsnges@yahoo.co.in,2766- 227029-,http://www.bips.nges-patan.org,"PATAN, Gujarat"
Bhakt English Medium School,Mr Santanu Kumar Sahoo,,babula_208@yahoo.com,2665- 220664-,,"PANCHMAHAL (GODHRA), Gujarat"
Bhandari Public School,Rajesh Kumar Sharma,,principal@bhandarischool.com,0733- 2249884- 243184,http://www.bbbethania.org,"KHANDWA, Madhya Pradesh"
Bhanpura Public School Bhanpura,Amit Kumar Choudhary,,bhanpurabps@gmail.com,7427- 280708-,,"MANDSAUR, Madhya Pradesh"
Bhansali Vidya Mandir Public School,Mr Zaheer Ahmed Patel,,principalbvmps@gmail.com,7165- 9425872020--,http://www.bvmps.com,"CHHINDWARA, Madhya Pradesh"
Bharat Jyoti Vidyalaya,Sr Sinimol Augustine,,bharatjyotianuppur@gmail.com,- 07659222877-,bharatjyotianuppur.in,"ANUPPUR, Madhya Pradesh"
Bharat Mata Convent Higher Secondary School,Sr Reena Varghese,,bmcbasoda@rediffmail.com,7594- 07594220006-,http://www.bmcbasoda.com,"VIDISHA, Madhya Pradesh"
Bharat Ram Global School,,,,,,Gurugram
Bharat Ram Public School,,,,,,Delhi
Bharati Vidyapeeth English Medium School,Mr Alok Sharma,,bvemsnm@gmail.com,022- 912227572965-,http://www.bvemsnm.edu,"THANE, Maharashtra"
"Bharati Vidyapeeth English Medium School,Balewadi",Mrsbhawana Rai,,bvpbalewadi@yahoo.co.in,020- 20255845-,http://www.bharatividyapeeth.edu,"PUNE, Maharashtra"
Bharati Vidyapeeth God'S Valley International School,Mrs Shinde Urmila Sanjay,,smsmathew1@gmail.com,2168- 241891-,http://www.gvis.in,"SATARA, Maharashtra"
"Bharati Vidyappeth English Medium High School,",Mrs Maya Dev Gupta,,urmila.shinde1@gmail.com,020- 24373340-,,"PUNE, Maharashtra"
Bharatiya Vidya Bhavan,Dharati Tamgire,,bhavans.gvm@gmail.com,7153- 244577-,,"WARDHA, Maharashtra"
Bharatiya Vidya Bhavan Vidyashram,Pratima Sharma,,pratima608@yahoo.co.in,9511577369,,Jaipur
"Bharatiya Vidya Bhavan'S Bhagwandas Purohit Vidya Mandir,",Smt Vandana Bisen,,bvmashti@hotmail.com,0712- 2667479-,,"NAGPUR, Maharashtra"
Bharatiya Vidya Bhavan'S Prism School,Dr Ramananda Goswami,,ashimkrdubey@rediffmail.com,7672- 302705-,,"SATNA, Madhya Pradesh"
Bharatiya Vidya Bhavan'S V M Public School,Rajeev Kumar Singhal,,info@bhavansbaroda.org,0265- 6555586-,http://www.bhavansbaroda.org,"VADODARA (BARODA), Gujarat"
Bharatiya Vidya Bhavan's Vallabhram Mehta Public School,Mr. Rajeev Kumar Singhal,,info@bhavansbaroda.org,9827566434,,gujarat
Bharatiya Vidya Bhavan's Vidyashram,Smt. Pratima Sharma,,info@bhavansvidyashram.org,9829500991,,jaipur
Bharatiya Vidya Bhawans' Mehta Vidayalaya,Dr.Anju Tandon,,anjutandonbvb@gmail.com,8800098551,,delhi
Bhardwaj Public School,,,,,,
Bhart Bharti Vidyalaya (English Medium),Mrs Shobha Mishra,,bbvcwa@yahoo.com,7162- 2360365-,,"CHHINDWARA, Madhya Pradesh"
Bharti Krishna Vidya Vihar,Chhaya Chaturvedi,,bkvv.confidential@gmail.com,0712- 2531363-,www.bkvvngp.org,"NAGPUR, Maharashtra"
Bharti Public School,Mrs Savita Arora,,info.sv@bps.edu.in,,,delhi
Bharti Vidhya Mandir International School,Mr Anurag J Masih,,bvm.int@gmail.com,7563- 075-,www.bhartividyamandir.com,"SEHORE, Madhya Pradesh"
Bharti Vidya Mandir,Mrs Neha Yadav,,bvmbudni@gmail.com,- 09827328942-,WWW.BHARTIVIDYAMANDIR.COM,"SEHORE, Madhya Pradesh"
Bharti Vidya Mandir School,Mr Shahid Ansari,,bvmrehti14@gmail.com,- 8120035858-,,"SEHORE, Madhya Pradesh"
Bhartiya Vidya Bhavan'S,Mr Vaibhav Agarwal,,vaibhavagarwal05@rediffmail.com,2629- 261529-,www.bvbgipcl.com,"SURAT, Gujarat"
Bhartiya Vidya Bhavans Smt Maniben Kashibhai Patel School,Vandana Srivastava,,bvb_nadiad@yahoo.com,91- 9714788755-,http://www.bhavansnadiad.org,"KHEDA, Gujarat"
Bhartiyam Vidya Niketan,Shikha Gaur,,bhartiyam_school@yahoo.com,0755- 571126--,http://www.bhartiyamschool.com,"GWALIOR, Madhya Pradesh"
Bhartiyam Vidyapeeth,Mr Niraj Kant Paliwal,,principalbhartiyam@gmail.com,7522- 237967-,,"DATIA, Madhya Pradesh"
Bhaskar Academy,Mrs Varsha Chouhan,,anjalijain9@gmail.com,0731- 4282009- 5023347,http://www.nitte.ac.in,"INDORE, Madhya Pradesh"
Bhaskardyusti Vidyalaya,Mr. Ajitkumar Tampi,,newerapublicschool2004@yahoo.com,0260- 2373930-,http://www.newerapublicsc,"VALSAD, Gujarat"
Bhatnagar International School,Ms.Shilpa Bhatnagar,,bhatnagarinternationalschool@gmail.com,9810034625,,Delhi
Bhaurav Devras sarawati Vidya Mandir,,,,,,
Bhavan's Sl Public School,Dr Anita Bhalla,,bhavansl@hotmail.com,,,amritsar
Bhavana Public School,Abdul Gafoor M,,lathaprabhu.gopi@gmail.com,0725- 227572-,,"WASHIM, Maharashtra"
Bhavans Bhagwandas Purohit Vidya Mandir,Smt Anju Bhutani,,bbpvmcl@gmail.com,0712- 07122521986- 543143,www.bvmcl.edu.in,"NAGPUR, Maharashtra"
"Bhavans Bhagwandas Purohit Vidya Mandir,",Smt Parwati G Iyer,,bvmtrimurtinagar@gmail.com,0712- 0712-2230142-,http://www.bvmtrmn.edu.in,"NAGPUR, Maharashtra"
"Bhavans Bhagwandas Purohit Vidya Mandir, Koradi",Ms Sarbani Bose,,bvmkoradi@gmail.com,- 9272225522-,www.bvmkoradi.edu.in,"NAGPUR, Maharashtra"
Bhavans Bhagwandass Purohit Vidya Mandir,Smt Nirupama Padmaraj,,bvmskn@rediffmail.com,0712- 07122714071-,http://www.bvmskn.edu.in,"NAGPUR, Maharashtra"
"Bhavans Ntpc Vidya Mandir, Mouda",Mrs Janki Mani,,principal.ntpc47@gmail.com,7115- 9766265888-,www.bvb-ntpc.in,"NAGPUR, Maharashtra"
Bhavkunj School,Aju Thomas,,bhavkunj@ksv.ac.in,- 02764242779-,bks.svkm.org.in,"MEHSANA, Gujarat"
Bhel Dr Radhakrishnan Girls Higher Secondary,Mr. P. A. Nair,,radha_k_school@yahoo.com,0755- 2502521-,,"BHOPAL, Madhya Pradesh"
Bhel Secondary School,N S Rao,,bhel_school@rediffmail.com,0244- 222382-,,"BEED, Maharashtra"
Bhondawe Patil Public School,Mr Ravindra Sarjerao Dabhade,,bhondawepatilschool@gmail.com,- 6232616161-,www.bhondawepatilpublicschool.com,"AURANGABAD, Maharashtra"
Bhopal Girls School,Mrs Basumita Sinha,,bhopalgirlsschool@yahoo.com,0755- 8602004999-,http://www.bhopalgirlsschool.com,"BHOPAL, Madhya Pradesh"
Billabong High International School,Arick Swamy,,enquirybillabonghigh@gmail.com,- 7389891000-,billabonghighrewa.com,"REWA, Madhya Pradesh"
Billabong High International School Jabalpur,Sayma A Khan,,info.billabonghighjabalpur@gmail.com,- 07616990011-,http://www.billabongjabalpur.com,"JABALPUR, Madhya Pradesh"
"Billabong High International School, Malad ( West )",Madhu Singh,,kusum.kanwar@billabonghigh.com,06542- 02229673217-,http://www.billabongmalad.com/,"MUMBAI, Maharashtra"
Billimoria High School,Mr Vishal Narayan Kanade,,suniljoshi_13@yahoo.com,2168- 240314- 40910,,"SATARA, Maharashtra"
Biore Public School,Dr Reena M Tak,,bioreschool1@gmail.com,- 09826531998-,www.bioreschool.in,"KHARGONE, Madhya Pradesh"
birla balika vidyapeeth,M. Kasturi,,principal@bbvpilani.edu.in,9352575757,,Jaipur
Birla Open Mind INTERNATIONAL SCHOOL,,Shish Pal,"j.shishpal@gmail.com
shish_pal@rediffmail.com",9996155590,,
Birla Open Minds International School,Arpita Majumdar,Nikita Porwal,principal.gwalior@birlaopenminds.com,7509750948,www.birlaopenminds.com,MP
Birla Public School,,Priyanka Tomar,,9588259076,,Rajasthan
Birla Vidaya Niketan,Ms.Minakshi Kushwaha,,principal@birla.ac.in,9560721363,,delhi
Birla Vidya mandir,Anil Kumar sharma,,info@birlavidyamandir.com,9456779922,,Nainital
Birla Vidya Mandir School,Mr. Anil Kumar Sharma,,principal@birlavidyamandir.com,9456779922,,nanital
Birla Vidya Niketan,Smt. Minakshi Kushwaha,"Ajay, Teacher",s.info@birla.ac.in,"011-2957-8960/8961, 9671196187",https://www.birla.ac.in/principal.html,"Delhi, Pushp Vihar(2730115)"
Birlasagar Hr Sec School,Mr G Bhattacharyya Ic Princip,,gbhattacharya2000@gmail.com,0286- 3080449-,,"PORBANDAR, Gujarat"
Bishop Cotton School,Maudlin Mayur Tiwaskar,,bishopcottonschoolcbse@gmail.com,- 07122546595-,Bishopcottonschoolcbse.com,"NAGPUR, Maharashtra"
Bishop George Mission School ( BGMS),,,,,,Kolkata
BLM Academy,,Gyatri kanwar,,7820079432,,Haldwani
"Bloom International School, Noida Extension",,,,,,Noida
Bloom Public School,Ms Shyma Vinod,,information@bloompublicschool.org,9891366685,,delhi
Blooming Buds Gurgaon,,,srpo@meenakshiworldschool.com,7042397972,,Play Schools
Blooms Academy,Satish Kumar Pandey,,bloomsacademyschool@yahoo.com,7672- 227323- 225336,,"SATNA, Madhya Pradesh"
"Blossom International School,Darhane",Mrs Rupali Ravindra Sonawane,,principal.blossomd@gmail.com,- 02555224771-,http://www.bisindia.co.in/,"NASHIK, Maharashtra"
